id,fonds,Numero_inventaire,Classement_thematique,Type_document,ISSN,ISBN,Auteur1,Fonction1,Auteur2,Fonction2,Auteur3,Fonction3,Auteur4,Fonction4,Auteur5,Fonction5,Auteur6,Fonction6,Titre,Titre_moderne,Sous_titre,Lieu_edition1,Lieu_edition2,Editeur1,Editeur2,Adresse_editeur1,Adresse_editeur2,Collection,Annee_edition,Numero_edition,Tome,Numero_de_volume,Nb_volumes,Nb_Pages,Format,Privileges_royaux_et_date_approbation,Ex_libris,Lien_hypertexte,Illustrations,Notes,Provenance,Disponible,Emprunteur,Date_emprunt,Financement
,ancien,1435,M.I.6,OUVRAGE,,,LOCRE Jean-Guillaume (baron),Auteur,,,,,,,,,,,"La législation civile, commerciale, et criminelle de la France…",,,Paris,,"Treuttel et Würtz, libraires",,"rue de Bourbon, n° 17",,,1827,,Tome 4,,31,635,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1436,M.I.6,OUVRAGE,,,LOCRE Jean-Guillaume (baron),Auteur,,,,,,,,,,,"La législation civile, commerciale, et criminelle de la France…",,,Paris,,"Treuttel et Würtz, libraires",,"rue de Bourbon, n° 17",,,1827,,Tome 5,,31,607,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1437,M.I.6,OUVRAGE,,,LOCRE Jean-Guillaume (baron),Auteur,,,,,,,,,,,"La législation civile, commerciale, et criminelle de la France…",,,Paris,,"Treuttel et Würtz, libraires",,"rue de Bourbon, n° 17",,,1827,,Tome 6,,31,699,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1438,M.I.6,OUVRAGE,,,LOCRE Jean-Guillaume (baron),Auteur,,,,,,,,,,,"La législation civile, commerciale, et criminelle de la France…",,,Paris,,"Treuttel et Würtz, libraires",,"rue de Bourbon, n° 17",,,1827,,Tome 7,,31,407,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1439,M.I.6,OUVRAGE,,,LOCRE Jean-Guillaume (baron),Auteur,,,,,,,,,,,"La législation civile, commerciale, et criminelle de la France…",,,Paris,,"Treuttel et Würtz, libraires",,"rue de Bourbon, n° 17",,,1827,,Tome 8,,31,423,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1440,M.I.6,OUVRAGE,,,LOCRE Jean-Guillaume (baron),Auteur,,,,,,,,,,,"La législation civile, commerciale, et criminelle de la France…",,,Paris,,"Treuttel et Würtz, libraires",,"rue de Bourbon, n° 17",,,1827,,Tome 9,,31,788,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1441,M.I.6,OUVRAGE,,,LOCRE Jean-Guillaume (baron),Auteur,,,,,,,,,,,"La législation civile, commerciale, et criminelle de la France…",,,Paris,,"Treuttel et Würtz, libraires",,"rue de Bourbon, n° 17",,,1827,,Tome 10,,31,584,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1442,M.I.6,OUVRAGE,,,LOCRE Jean-Guillaume (baron),Auteur,,,,,,,,,,,"La législation civile, commerciale, et criminelle de la France…",,,Paris,,"Treuttel et Würtz, libraires",,"rue de Bourbon, n° 17",,,1827,,Tome 11,,31,652,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1443,M.I.6,OUVRAGE,,,LOCRE Jean-Guillaume (baron),Auteur,,,,,,,,,,,"La législation civile, commerciale, et criminelle de la France…",,,Paris,,"Treuttel et Würtz, libraires",,"rue de Bourbon, n° 17",,,1828,,Tome 12,,31,600,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1444,M.I.6,OUVRAGE,,,LOCRE Jean-Guillaume (baron),Auteur,,,,,,,,,,,"La législation civile, commerciale, et criminelle de la France…",,,Paris,,"Treuttel et Würtz, libraires",,"rue de Bourbon, n° 17",,,1828,,Tome 13,,31,487,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1445,M.I.6,OUVRAGE,,,LOCRE Jean-Guillaume (baron),Auteur,,,,,,,,,,,"La législation civile, commerciale, et criminelle de la France…",,,Paris,,"Treuttel et Würtz, libraires",,"rue de Bourbon, n° 17",,,1828,,Tome 14,,31,568,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1446,M.I.6,OUVRAGE,,,LOCRE Jean-Guillaume (baron),Auteur,,,,,,,,,,,"La législation civile, commerciale, et criminelle de la France…",,,Paris,,"Treuttel et Würtz, libraires",,"rue de Bourbon, n° 17",,,1828,,Tome 15,,31,635,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1447,M.I.6,OUVRAGE,,,LOCRE Jean-Guillaume (baron),Auteur,,,,,,,,,,,"La législation civile, commerciale, et criminelle de la France…",,,Paris,,"Treuttel et Würtz, libraires",,"rue de Bourbon, n° 17",,,s.d.,,Tome 16,,31,,in-8,,,,,,Bibliothèque Renardet,MANQUANT,,,
,ancien,1448,M.I.6,OUVRAGE,,,LOCRE Jean-Guillaume (baron),Auteur,,,,,,,,,,,"La législation civile, commerciale, et criminelle de la France…",,,Paris,,"Treuttel et Würtz, libraires",,"rue de Bourbon, n° 17",,,1829,,Tome 17,,31,540,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1449,M.I.6,OUVRAGE,,,LOCRE Jean-Guillaume (baron),Auteur,,,,,,,,,,,"La législation civile, commerciale, et criminelle de la France…",,,Paris,,"Treuttel et Würtz, libraires",,"rue de Bourbon, n° 17",,,1830,,Tome 18,,31,527,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1450,M.I.6,OUVRAGE,,,LOCRE Jean-Guillaume (baron),Auteur,,,,,,,,,,,"La législation civile, commerciale, et criminelle de la France…",,,Paris,,"Treuttel et Würtz, libraires",,"rue de Bourbon, n° 17",,,1830,,Tome 19,,31,608,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1451,M.I.6,OUVRAGE,,,LOCRE Jean-Guillaume (baron),Auteur,,,,,,,,,,,"La législation civile, commerciale, et criminelle de la France…",,,Paris,,"Treuttel et Würtz, libraires",,"rue de Bourbon, n° 17",,,1830,,Tome 20,,31,311,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1452,M.I.6,OUVRAGE,,,LOCRE Jean-Guillaume (baron),Auteur,,,,,,,,,,,"La législation civile, commerciale, et criminelle de la France…",,,Paris,,"Treuttel et Würtz, libraires",,"rue de Bourbon, n° 17",,,1830,,Tome 21,,31,664,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1453,M.I.6,OUVRAGE,,,LOCRE Jean-Guillaume (baron),Auteur,,,,,,,,,,,"La législation civile, commerciale, et criminelle de la France…",,,Paris,,"Treuttel et Würtz, libraires",,"rue de Lille, n° 17",,,1830,,Tome 22,,31,800,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1454,M.I.6,OUVRAGE,,,LOCRE Jean-Guillaume (baron),Auteur,,,,,,,,,,,"La législation civile, commerciale, et criminelle de la France…",,,Paris,,"Treuttel et Würtz, libraires",,"rue de Lille, n° 17",,,1830,,Tome 23,,31,508,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1455,M.I.6,OUVRAGE,,,LOCRE Jean-Guillaume (baron),Auteur,,,,,,,,,,,"La législation civile, commerciale, et criminelle de la France…",,,Paris,,"Treuttel et Würtz, libraires",,"rue de Lille, n° 17",,,s.d.,,Tome 24,,31,,in-8,,,,,,Bibliothèque Renardet,MANQUANT,,,
,ancien,1456,M.I.6,OUVRAGE,,,LOCRE Jean-Guillaume (baron),Auteur,,,,,,,,,,,"La législation civile, commerciale, et criminelle de la France…",,,Paris,,"Treuttel et Würtz, libraires",,"rue de Lille, n° 17",,,s.d.,,Tome 25,,31,,in-8,,,,,,Bibliothèque Renardet,MANQUANT,,,
,ancien,1457,M.I.6,OUVRAGE,,,LOCRE Jean-Guillaume (baron),Auteur,,,,,,,,,,,"La législation civile, commerciale, et criminelle de la France…",,,Paris,,"Treuttel et Würtz, libraires",,"rue de Lille, n° 17",,,s.d.,,Tome 26,,31,,in-8,,,,,,Bibliothèque Renardet,MANQUANT,,,
,ancien,1458,M.I.6,OUVRAGE,,,LOCRE Jean-Guillaume (baron),Auteur,,,,,,,,,,,"La législation civile, commerciale, et criminelle de la France…",,,Paris,,"Treuttel et Würtz, libraires",,"rue de Lille, n° 17",,,s.d.,,Tome 27,,31,,in-8,,,,,,Bibliothèque Renardet,MANQUANT,,,
,ancien,1459,M.I.6,OUVRAGE,,,LOCRE Jean-Guillaume (baron),Auteur,,,,,,,,,,,"La législation civile, commerciale, et criminelle de la France…",,,Paris,,"Treuttel et Würtz, libraires",,"rue de Lille, n° 17",,,1831,,Tome 28,,31,608,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1460,M.I.6,OUVRAGE,,,LOCRE Jean-Guillaume (baron),Auteur,,,,,,,,,,,"La législation civile, commerciale, et criminelle de la France…",,,Paris,,"Treuttel et Würtz, libraires",,"rue de Lille, n° 17",,,1831,,Tome 29,,31,488,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1461,M.I.6,OUVRAGE,,,LOCRE Jean-Guillaume (baron),Auteur,,,,,,,,,,,"La législation civile, commerciale, et criminelle de la France…",,,Paris,,"Treuttel et Würtz, libraires",,"rue de Lille, n° 17",,,s.d.,,Tome 30,,31,,in-8,,,,,,Bibliothèque Renardet,MANQUANT,,,
,ancien,1462,M.I.6,OUVRAGE,,,LOCRE Jean-Guillaume (baron),Auteur,,,,,,,,,,,"La législation civile, commerciale, et criminelle de la France…",,,Paris,,"Treuttel et Würtz, libraires",,"rue de Lille, n° 17",,,1832,,Tome 31,,31,566,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1463,M.I.7,OUVRAGE,,,FENET Pierre-Antoine,Auteur,,,,,,,,,,,Recueil complet des travaux préparatoires du code civil,,,Paris,,"Videcoq, libraire",,"place du Panthéon, 6",,,1836,,Tome 1,,15,523,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1464,M.I.7,OUVRAGE,,,FENET Pierre-Antoine,Auteur,,,,,,,,,,,Recueil complet des travaux préparatoires du code civil,,,Paris,,"Videcoq, libraire",,"place du Panthéon, 6",,,1836,,Tome 2,,15,755,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1465,M.I.7,OUVRAGE,,,FENET Pierre-Antoine,Auteur,,,,,,,,,,,Recueil complet des travaux préparatoires du code civil,,,Paris,,"Videcoq, libraire",,"place du Panthéon, 6",,,1836,,Tome 3,,15,630,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1466,M.I.7,OUVRAGE,,,FENET Pierre-Antoine,Auteur,,,,,,,,,,,Recueil complet des travaux préparatoires du code civil,,,Paris,,"Videcoq, libraire",,"place du Panthéon, 6",,,1836,,Tome 4,,15,621,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1467,M.I.7,OUVRAGE,,,FENET Pierre-Antoine,Auteur,,,,,,,,,,,Recueil complet des travaux préparatoires du code civil,,,Paris,,"Videcoq, libraire",,"place du Panthéon, 6",,,1836,,Tome 5,,15,632,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1468,M.I.7,OUVRAGE,,,FENET Pierre-Antoine,Auteur,,,,,,,,,,,Recueil complet des travaux préparatoires du code civil,,,Paris,,"Videcoq, libraire",,"place du Panthéon, 6",,,1836,,Tome 6,,15,390,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1469,M.I.7,OUVRAGE,,,FENET Pierre-Antoine,Auteur,,,,,,,,,,,Recueil complet des travaux préparatoires du code civil,,,Paris,,"Videcoq, libraire",,"place du Panthéon, 6",,,1836,,Tome 7,,15,664,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1470,M.I.7,OUVRAGE,,,FENET Pierre-Antoine,Auteur,,,,,,,,,,,Recueil complet des travaux préparatoires du code civil,,,Paris,,"Videcoq, libraire",,"place du Panthéon, 6",,,1836,,Tome 8,,15,490,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1471,M.I.7,OUVRAGE,,,FENET Pierre-Antoine,Auteur,,,,,,,,,,,Recueil complet des travaux préparatoires du code civil,,,Paris,,"Videcoq, libraire",,"place du Panthéon, 6",,,1836,,Tome 9,,15,564,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1472,M.I.7,OUVRAGE,,,FENET Pierre-Antoine,Auteur,,,,,,,,,,,Recueil complet des travaux préparatoires du code civil,,,Paris,,"Videcoq, libraire",,"place du Panthéon, 6",,,1836,,Tome 10,,15,747,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1473,M.I.7,OUVRAGE,,,FENET Pierre-Antoine,Auteur,,,,,,,,,,,Recueil complet des travaux préparatoires du code civil,,,Paris,,"Videcoq, libraire",,"place du Panthéon, 6",,,1836,,Tome 11,,15,340,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1474,M.I.7,OUVRAGE,,,FENET Pierre-Antoine,Auteur,,,,,,,,,,,Recueil complet des travaux préparatoires du code civil,,,Paris,,"Videcoq, libraire",,"place du Panthéon, 6",,,1836,,Tome 12,,15,647,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1475,M.I.7,OUVRAGE,,,FENET Pierre-Antoine,Auteur,,,,,,,,,,,Recueil complet des travaux préparatoires du code civil,,,Paris,,"Videcoq, libraire",,"place du Panthéon, 6",,,1836,,Tome 13,,15,832,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1476,M.I.7,OUVRAGE,,,FENET Pierre-Antoine,Auteur,,,,,,,,,,,Recueil complet des travaux préparatoires du code civil,,,Paris,,"Videcoq, libraire",,"place du Panthéon, 6",,,1836,,Tome 14,,15,614,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1477,M.I.7,OUVRAGE,,,FENET Pierre-Antoine,Auteur,,,,,,,,,,,Recueil complet des travaux préparatoires du code civil,,,Paris,,"Videcoq, libraire",,"place du Panthéon, 6",,,1836,,Tome 15,,15,611,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1478,M.I.8,OUVRAGE,,,s.n.,,,,,,,,,,,,"Code civil, contenant la série des lois qui le composent avec leurs motifs…",,,Paris,,"Garnéry, libraire",,rue de Seine,,,1804,,Tome 2,,6,156,in-8,,,,,Livre II,Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,1479,M.I.8,OUVRAGE,,,s.n.,,,,,,,,,,,,"Code civil, contenant la série des lois qui le composent avec leurs motifs…",,,Paris,,"Garnéry, libraire",,rue de Seine,,,1803,,Tome 3,,6,236,in-8,,,,,"Livre III, 1ère partie",Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,1480,M.I.8,OUVRAGE,,,s.n.,,,,,,,,,,,,"Code civil, contenant la série des lois qui le composent avec leurs motifs…",,,Paris,,"Garnéry, libraire",,rue de Seine,,,1804,,Tome 4,,6,232,in-8,,,,,"Livre III, 2e partie",Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,1481,M.I.8,OUVRAGE,,,s.n.,,,,,,,,,,,,"Code civil, contenant la série des lois qui le composent avec leurs motifs…",,,Paris,,"Garnéry, libraire",,rue de Seine,,,1804,,Tome 5,,6,367,in-8,,,,,"Livre III, 3e partie",Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,1482,M.I.8,OUVRAGE,,,s.n.,,,,,,,,,,,,"Code civil, contenant la série des lois qui le composent avec leurs motifs…",,,Paris,,"Garnéry, libraire",,rue de Seine,,,1804,,Tome 6,,6,357,in-8,,,,,"Livre III, 4e partie",Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,1483,M.I.9,OUVRAGE,,,MALEVILLE Jacques (de),Auteur,,,,,,,,,,,Analyse raisonnée de la discussion du code civil au Conseil d’Etat,,,Paris,,Garnéry,Laporte,"rue de Seine, ancien hôtel Mirabeau","quai des Lunettes, arcade Lamoignon, n° 9",,1807,2e édition,Tome 1,,4,504,in-8,,,,,,Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,1484,M.I.9,OUVRAGE,,,MALEVILLE Jacques (de),Auteur,,,,,,,,,,,Analyse raisonnée de la discussion du code civil au Conseil d’Etat,,,Paris,,Garnéry,Laporte,"rue de Seine, ancien hôtel Mirabeau","quai des Lunettes, arcade Lamoignon, n° 9",,1807,2e édition,Tome 2,,4,550,in-8,,,,,,Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,1485,M.I.9,OUVRAGE,,,MALEVILLE Jacques (de),Auteur,,,,,,,,,,,Analyse raisonnée de la discussion du code civil au Conseil d’Etat,,,Paris,,Garnéry,Laporte,"rue de Seine, ancien hôtel Mirabeau","quai des Lunettes, arcade Lamoignon, n° 9",,1807,2e édition,Tome 3,,4,,in-8,,,,,,Bibliothèque Faculté de Droit de Dijon,MANQUANT,,,
,ancien,1486,M.I.9,OUVRAGE,,,MALEVILLE Jacques (de),Auteur,,,,,,,,,,,Analyse raisonnée de la discussion du code civil au Conseil d’Etat,,,Paris,,Garnéry,Laporte,"rue de Seine, ancien hôtel Mirabeau","quai des Lunettes, arcade Lamoignon, n° 9",,1807,2e édition,Tome 4,,4,495,in-8,,,,,,Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,1487,M.I.10,OUVRAGE,,,DELVINCOURT Claude-Etienne,Auteur,,,,,,,,,,,Cours de code civil,,,Paris,,"Videcoq, libraire","Victor Lagier, libraire","place du Panthéon, 6",place Saint-Etienne,,1834,,Tome 1,,3,431,in-4,,,,,,,OUI,,,
,ancien,1488,M.I.10,OUVRAGE,,,DELVINCOURT Claude-Etienne,Auteur,,,,,,,,,,,Cours de code civil,,,Paris,,"Videcoq, libraire","Victor Lagier, libraire","place du Panthéon, 6",place Saint-Etienne,,1834,,Tome 2,,3,664,in-4,,,,,,,OUI,,,
,ancien,1489,M.I.10,OUVRAGE,,,DELVINCOURT Claude-Etienne,Auteur,,,,,,,,,,,Cours de code civil,,,Paris,,"Videcoq, libraire","Victor Lagier, libraire","place du Panthéon, 6",place Saint-Etienne,,1834,,Tome 3,,3,569,in-4,,,,,,,OUI,,,
,ancien,1490,M.I.11,OUVRAGE,,,DURANTON Alexandre,Auteur,,,,,,,,,,,Le cours de droit français suivant le code civil,,,Paris,,G. Thorel,"E. Guilbert, libraire","place du Panthéon, 4","rue J. J. Rousseau, 3",,1844,4e édition,Tome 1,,22,,in-4,,,,,,Bibliothèque Villequez,MANQUANT,,,
,ancien,1491,M.I.11,OUVRAGE,,,DURANTON Alexandre,Auteur,,,,,,,,,,,Le cours de droit français suivant le code civil,,,Paris,,G. Thorel,"E. Guilbert, libraire","place du Panthéon, 4","rue J. J. Rousseau, 3",,1844,4e édition,Tome 2,,22,586,in-4,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,1492,M.I.11,OUVRAGE,,,DURANTON Alexandre,Auteur,,,,,,,,,,,Le cours de droit français suivant le code civil,,,Paris,,G. Thorel,"E. Guilbert, libraire","place du Panthéon, 4","rue J. J. Rousseau, 3",,1844,4e édition,Tome 3,,22,736,in-4,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,1493,M.I.11,OUVRAGE,,,DURANTON Alexandre,Auteur,,,,,,,,,,,Le cours de droit français suivant le code civil,,,Paris,,G. Thorel,"E. Guilbert, libraire","place du Panthéon, 4","rue J. J. Rousseau, 3",,1844,4e édition,Tome 4,,22,650,in-4,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,1494,M.I.11,OUVRAGE,,,DURANTON Alexandre,Auteur,,,,,,,,,,,Le cours de droit français suivant le code civil,,,Paris,,G. Thorel,"E. Guilbert, libraire","place du Panthéon, 4","rue J. J. Rousseau, 3",,1844,4e édition,Tome 5,,22,683,in-4,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,1495,M.I.11,OUVRAGE,,,DURANTON Alexandre,Auteur,,,,,,,,,,,Le cours de droit français suivant le code civil,,,Paris,,G. Thorel,"E. Guilbert, libraire","place du Panthéon, 4","rue J. J. Rousseau, 3",,1844,4e édition,Tome 6,,22,635,in-4,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,1496,M.I.11,OUVRAGE,,,DURANTON Alexandre,Auteur,,,,,,,,,,,Le cours de droit français suivant le code civil,,,Paris,,G. Thorel,"E. Guilbert, libraire","place du Panthéon, 4","rue J. J. Rousseau, 3",,1844,4e édition,Tome 7,,22,783,in-4,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,1497,M.I.11,OUVRAGE,,,DURANTON Alexandre,Auteur,,,,,,,,,,,Le cours de droit français suivant le code civil,,,Paris,,G. Thorel,"E. Guilbert, libraire","place du Panthéon, 4","rue J. J. Rousseau, 3",,1844,4e édition,Tome 8,,22,696,in-4,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,1498,M.I.11,OUVRAGE,,,DURANTON Alexandre,Auteur,,,,,,,,,,,Le cours de droit français suivant le code civil,,,Paris,,G. Thorel,"E. Guilbert, libraire","place du Panthéon, 4","rue J. J. Rousseau, 3",,1844,4e édition,Tome 9,,22,868,in-4,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,1499,M.I.11,OUVRAGE,,,DURANTON Alexandre,Auteur,,,,,,,,,,,Le cours de droit français suivant le code civil,,,Paris,,G. Thorel,"E. Guilbert, libraire","place du Panthéon, 4","rue J. J. Rousseau, 3",,1844,4e édition,Tome 10,,22,588,in-4,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,1500,M.I.11,OUVRAGE,,,DURANTON Alexandre,Auteur,,,,,,,,,,,Le cours de droit français suivant le code civil,,,Paris,,G. Thorel,"E. Guilbert, libraire","place du Panthéon, 4","rue J. J. Rousseau, 3",,1844,4e édition,Tome 11,,22,532,in-4,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,1501,M.I.11,OUVRAGE,,,DURANTON Alexandre,Auteur,,,,,,,,,,,Le cours de droit français suivant le code civil,,,Paris,,G. Thorel,"E. Guilbert, libraire","place du Panthéon, 4","rue J. J. Rousseau, 3",,1844,4e édition,Tome 12,,22,663,in-4,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,1502,M.I.11,OUVRAGE,,,DURANTON Alexandre,Auteur,,,,,,,,,,,Le cours de droit français suivant le code civil,,,Paris,,G. Thorel,"E. Guilbert, libraire","place du Panthéon, 4","rue J. J. Rousseau, 3",,1844,4e édition,Tome 13,,22,716,in-4,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,1503,M.I.11,OUVRAGE,,,DURANTON Alexandre,Auteur,,,,,,,,,,,Le cours de droit français suivant le code civil,,,Paris,,G. Thorel,"E. Guilbert, libraire","place du Panthéon, 4","rue J. J. Rousseau, 3",,1844,4e édition,Tome 14,,22,655,in-4,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,1504,M.I.11,OUVRAGE,,,DURANTON Alexandre,Auteur,,,,,,,,,,,Le cours de droit français suivant le code civil,,,Paris,,G. Thorel,"E. Guilbert, libraire","place du Panthéon, 4","rue J. J. Rousseau, 3",,1844,4e édition,Tome 15,,22,648,in-4,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,1505,M.I.11,OUVRAGE,,,DURANTON Alexandre,Auteur,,,,,,,,,,,Le cours de droit français suivant le code civil,,,Paris,,G. Thorel,"E. Guilbert, libraire","place du Panthéon, 4","rue J. J. Rousseau, 3",,1844,4e édition,Tome 16,,22,601,in-4,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,1506,M.I.11,OUVRAGE,,,DURANTON Alexandre,Auteur,,,,,,,,,,,Le cours de droit français suivant le code civil,,,Paris,,G. Thorel,"E. Guilbert, libraire","place du Panthéon, 4","rue J. J. Rousseau, 3",,1844,4e édition,Tome 17,,22,709,in-4,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,1507,M.I.11,OUVRAGE,,,DURANTON Alexandre,Auteur,,,,,,,,,,,Le cours de droit français suivant le code civil,,,Paris,,G. Thorel,"E. Guilbert, libraire","place du Panthéon, 4","rue J. J. Rousseau, 3",,1844,4e édition,Tome 18,,22,628,in-4,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,1508,M.I.11,OUVRAGE,,,DURANTON Alexandre,Auteur,,,,,,,,,,,Le cours de droit français suivant le code civil,,,Paris,,G. Thorel,"E. Guilbert, libraire","place du Panthéon, 4","rue J. J. Rousseau, 3",,1844,4e édition,Tome 19,,22,642,in-4,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,1509,M.I.11,OUVRAGE,,,DURANTON Alexandre,Auteur,,,,,,,,,,,Le cours de droit français suivant le code civil,,,Paris,,G. Thorel,"E. Guilbert, libraire","place du Panthéon, 4","rue J. J. Rousseau, 3",,1844,4e édition,Tome 20,,22,712,in-4,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,1510,M.I.11,OUVRAGE,,,DURANTON Alexandre,Auteur,,,,,,,,,,,Le cours de droit français suivant le code civil,,,Paris,,G. Thorel,"E. Guilbert, libraire","place du Panthéon, 4","rue J. J. Rousseau, 3",,1844,4e édition,Tome 21,,22,656,in-4,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,1511,M.I.11,OUVRAGE,,,DURANTON Alexandre,Auteur,,,,,,,,,,,Le cours de droit français suivant le code civil,,,Paris,,G. Thorel,"E. Guilbert, libraire","place du Panthéon, 4","rue J. J. Rousseau, 3",,1844,4e édition,Tome 22,,22,568,in-4,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,1512,M.I.12,OUVRAGE,,,CHABOT DE L'ALLIER Georges,Auteur,,,,,,,,,,,Commentaire sur la loi des successions…,,,Paris,,"Nêve, libraire de la Cour de Cassation",,"salle neuve du Palais de Justice, n° 9",,,1818,5e édition,Tome 1,,3,596,in-8,,,,,,Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,1513,M.I.12,OUVRAGE,,,CHABOT DE L'ALLIER Georges,Auteur,,,,,,,,,,,Commentaire sur la loi des successions…,,,Paris,,"Nêve, libraire de la Cour de Cassation",,"salle neuve du Palais de Justice, n° 9",,,1818,5e édition,Tome 2,,3,626,in-8,,,,,,Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,1514,M.I.12,OUVRAGE,,,CHABOT DE L'ALLIER Georges,Auteur,,,,,,,,,,,Commentaire sur la loi des successions…,,,Paris,,"Nêve, libraire de la Cour de Cassation",,"salle neuve du Palais de Justice, n° 9",,,1818,5e édition,Tome 3,,3,729,in-8,,,,,,Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,1515,M.I.13,OUVRAGE,,,CHABOT DE L'ALLIER Georges,Auteur,,,,,,,,,,,Commentaire sur la loi des successions…,,,Paris,,B. Waree,G. Thorel,au Palais de Justice,"rue Soufflot, 4",,1839,nouvelle édition,,,1,802,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,1516,M.I.14,OUVRAGE,,,BERNARDI Joseph (de),Auteur,,,,,,,,,,,"Commentaire sur la loi du 13 floréal an II, relative aux donations et aux testaments",,,Paris,,au bureau des Annales du Notariat,Rondonneau,"rue du Marais, n° 23","au dépôt des Lois, place du Carrousel",,1804,,,,1,336,in-8,,,,,,Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,1517,M.I.15,OUVRAGE,,,VAZEILLES François-Antoine,Auteur,,,,,,,,,,,Résumé et conférence des commentaires du code civil sur les successions,,,Paris,,"Videcoq, libraire",,"place du Panthéon, n° 6",,,1834,,Tome 1,,3,555,in-8,,,,,,Bibliothèque Villequez,OUI,,,
